"id","template_id","template_name","report_product_name","report_name","sample_info","basic_info","product_desc","test_result_summary","important_targeted_gene_summary","cancer_risk_tip","total_risk_assessment","thyroid_cancer_hot_spot_result","hrd_state_score_tip","hrd_state_brac12_tip","hrd_state_tip","sarcoma_typing","sarcoma_typing1","endometrial_carcinoma_typing","iymphoma_typing","iymphoma_prognosis","brain_glioma","brain_glioma_1166","midline_cancer","kidney_cancer","thyroid_cancer_prognosis","variant_list","somatic_drug_tip","cr_drug_tip","somatic_mutation_tip","cr_mutation_tip","somatic_mutation_DR_tip","cr_mutation_DR_tip","approved_targeted_drug_FDA_NMPA","endocrine_therapy","TMB","MSI","MMR","Immunity_P_N","HPD","HLA_LON","HLA_LON_1","tumor_neoantigen","PD","approved_immunity_drug","hrr","cancer_risk_anal","hrd_state_anal","thyroid_iymphoma_drug_anal","variant_mutation_anal","somatic_mutation_anal","cr_mutation_anal","variant_anal","mrd","TMB_anal","MSI_anal","MMR_anal","Immunity_P_N_anal","HPD_anal","HLA_LOH_anal","tumor_neoantigen_anal","prognostic_anal","melanoma_prognosis","chemo_anal","WES","QC","tumor_gene_significance","sarcoma_gene","brain_glioma_gene","midline_cancer_significance","rcc_features","salivary_gland_tumor_gene","endometrial_prognosis","HRR45_BRCA45_HRD_genebg_intro","HRR45_BRCA45_gene_intro","HRR45_BRCA45_HRD_people_feat","gene_instability_intro_HRD","hrd_and_tumor_therapy","common_drug_gene_list","gene_intro","cancer_bg_intro","cancer_improtant_gene","test_cancer_gene_panel","cancer_gene_pathogenicity","method_limit","test_method","genetic_interpretation","variant_interpretation_statement","variant_test_summary","test_flow","reference","signal_pathway","screening_methods_excluding_genetic","glioma_marker_significance","glioma_genetic_risk_gene","faq","has_subreport","deleted","creator","create_time","updater","update_time"
"18","0","消化道肿瘤50基因检测报告-双样本-盖章版","","消化道肿瘤50基因检测报告","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","16/3/2025 23:46:37","levi","16/3/2025 23:46:47"
"19","0","中国人群BRCA12基因分子分型研究_双样本-盖章版","","中国人群BRCA1/2基因分子分型研究检测报告","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","13/6/2025 16:04:00","levi","13/6/2025 16:04:00"
"20","0","BRCA12基因+同源重组修复缺陷评分（HRD score）检测报告","","BRCA1/2基因+同源重组修复缺陷评分（HRD score）检测报告","1","0","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","levi","16/3/2025 23:59:41","levi","16/3/2025 23:59:45"
"21","0","骨及软组织肿瘤融合基因谱检测报告1166","","骨及软组织肿瘤融合基因谱检测报告","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","21/3/2025 15:16:55","levi","21/3/2025 15:16:59"
"22","0","骨及软组织肿瘤融合基因谱检测报告596","","骨及软组织肿瘤融合基因谱检测报告","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","16/6/2025 11:55:34","levi","16/6/2025 11:55:34"
"23","0","实体瘤462基因检测报告-单样本","","实体瘤462基因检测报告","1","0","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","1","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","levi","26/3/2026 14:00:52","levi","26/3/2026 14:00:52"
"24","0","泛实体瘤188基因报告-单样本-盖章版","","实体瘤188基因检测报告","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","18/11/2025 15:17:06","levi","18/11/2025 15:17:06"
"25","0","泛实体瘤108+33基因检测报告-单样本","","实体瘤108+33基因检测报告","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","levi","13/6/2025 10:03:27","levi","13/6/2025 10:03:27"
"26","0","泛癌种86基因报告-单样本-盖章版","","实体瘤86基因检测报告","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","20/5/2025 15:35:33","levi","20/5/2025 15:35:33"
"27","0","肝胆胰腺肿瘤120基因检测报告-单样本-盖章版","","肝胆胰腺肿瘤120基因检测报告","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","16/5/2025 17:16:20","levi","16/5/2025 17:16:22"
"28","0","泛实体瘤58+22基因检测报告-单样本","","实体瘤58+22基因检测报告","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","levi","13/6/2025 10:03:48","levi","13/6/2025 10:03:48"
"29","0","BRCA45基因检测报告-体系","","DNA损伤修复45基因检测报告","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","16/5/2025 17:34:33","levi","16/5/2025 17:34:36"
"30","0","中国人群BRCA12基因分子分型研究_体系-盖章版","","中国人群BRCA1/2基因分子分型研究检测报告","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","13/6/2025 16:04:04","levi","13/6/2025 16:04:04"
"31","0","消化道肿瘤50基因检测报告-单样本-盖章版","","消化道肿瘤50基因检测报告","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","16/5/2025 17:33:13","levi","16/5/2025 17:33:15"
"32","0","子宫内膜癌检测报告-盖章版","","子宫内膜癌检测报告","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","21/3/2025 18:50:38","levi","21/3/2025 18:50:43"
"33","0","肝胆胰腺肿瘤120基因检测报告-双样本-盖章版","","肝胆胰腺肿瘤120基因检测报告","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","21/3/2025 18:58:20","levi","21/3/2025 18:58:24"
"34","0","肺癌25基因检测报告","","肺癌25基因检测报告","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","16/5/2025 17:39:57","levi","16/5/2025 17:39:59"
"35","0","肺癌49检测报告-诺禾版","","肺癌49基因检测报告","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","16/5/2025 17:33:52","levi","16/5/2025 17:33:55"
"36","0","肺癌68基因检测报告-单样本","","肺癌68基因检测报告","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","22/5/2025 15:20:41","levi","22/5/2025 15:20:41"
"37","0","涎腺肿瘤融合基因谱检测报告","","涎腺肿瘤融合基因谱检测报告","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","21/3/2025 19:24:39","levi","21/3/2025 19:24:43"
"38","0","HRDscore检测报告","","肿瘤同源重组修复缺陷评分（HRD score）检测报告","1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","21/3/2025 19:46:39","levi","21/3/2025 19:46:43"
"39","0","BRCA45基因检测报告-胚系","","DNA损伤修复45基因检测报告","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","16/5/2025 17:35:08","levi","16/5/2025 17:35:10"
"40","0","中国人群BRCA12基因分子分型研究_胚系-盖章版","","中国人群BRCA1/2基因分子分型研究检测报告","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","13/6/2025 16:03:50","levi","13/6/2025 16:03:50"
"41","0","甲状腺癌38检测报告-双样本-盖章版","","甲状腺癌38基因检测报告","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","13/5/2025 11:22:11","levi","13/5/2025 11:22:16"
"42","0","甲状腺癌17检测报告-双样本-盖章版","","甲状腺癌17基因检测报告","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","13/5/2025 11:20:34","levi","13/5/2025 11:20:38"
"43","0","甲状腺癌38检测报告-单样本-盖章版","","甲状腺癌38基因检测报告","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","16/5/2025 17:41:36","levi","16/5/2025 17:41:39"
"44","0","甲状腺癌17检测报告-单样本-盖章版","","甲状腺癌17基因检测报告","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","16/5/2025 17:42:06","levi","16/5/2025 17:42:08"
"45","0","肺癌11基因检测报告","","肺癌11基因检测报告","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","11/6/2025 11:09:55","levi","11/6/2025 11:09:55"
"46","0","肠癌11基因检测报告","","结直肠癌11基因检测报告","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","levi","16/5/2025 17:43:36","levi","16/5/2025 17:43:38"
